yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
132072022,13207,2022,NY0270200,NY0270200,,N,N,,I,IRONDEQUOIT TOWN,IRONDEQUOIT TOWN PD ROCHESTER,Irondequoit Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,50090,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,48,2,50,7,6,13,1.1,1.3,2019-01-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,MONROE,"Rochester, NY",Y,Y,Y
132092022,13209,2022,NY0272400,NY0272400,,N,N,,I,EAST ROCHESTER VILLAGE,EAST ROCHESTER VILLAGE PD EAST ROCHESTER,East Rochester Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,6212,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,1.4,1.6,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132102022,13210,2022,NY0272500,NY0272500,,N,N,,I,FAIRPORT VILLAGE,FAIRPORT VILLAGE PD FAIRPORT,Fairport Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5378,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,0,1,1,1.9,2.0,2019-01-01,2019-11-01,2019-11-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132112022,13211,2022,NY0272800,NY0272800,,N,N,,I,BROCKPORT VILLAGE,BROCKPORT VILLAGE PD BROCKPORT,Brockport Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,6924,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,1,1,2,1.9,2.0,2019-01-01,2019-05-01,2019-05-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132122022,13212,2022,NY0275000,NY0275000,,N,N,,I,BRIGHTON TOWN,BRIGHTON TOWN PD ROCHESTER,Brighton Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,36380,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,32,1,33,7,5,12,1.1,1.2,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132132022,13213,2022,NY0275300,NY0275300,,N,N,,I,GATES TOWN,GATES TOWN PD ROCHESTER,Gates Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,28772,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,28,0,28,4,2,6,1.1,1.2,2019-01-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,N,MONROE,"Rochester, NY",Y,Y,Y
132142022,13214,2022,NY0275400,NY0275400,,N,N,,I,GREECE TOWN,GREECE TOWN PD ROCHESTER,Greece Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,95525,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,80,3,83,16,9,25,1.0,1.1,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132152022,13215,2022,NY0275900,NY0275900,,N,N,,I,OGDEN TOWN,OGDEN TOWN PD SPENCERPORT,Ogden Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,20293,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,10,1,11,1,2,3,0.5,0.7,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132162022,13216,2022,NY0276700,NY0276700,,N,N,,I,WEBSTER TOWN & VILLAGE,WEBSTER TOWN PD WEBSTER,Webster Town and Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,45230,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,28,1,29,3,6,9,0.7,0.8,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,MONROE,"Rochester, NY",Y,Y,Y
132182022,13218,2022,NY0280000,NY0280000,,N,N,,I,MONTGOMERY,MONTGOMERY CO SHERIFF'S DEPARTMENT FONDA,Montgomery,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,26044,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,31,2,33,5,18,23,1.4,2.2,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,MONTGOMERY,Not Specified,Y,Y,Y
132272022,13227,2022,NY0290400,NY0290400,,N,N,,I,FREEPORT VILLAGE,FREEPORT VILLAGE PD FREEPORT,Freeport Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,44003,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,93,3,96,10,10,20,2.3,2.6,2019-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,NASSAU,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
132292022,13229,2022,NY0290600,NY0290600,,N,N,,I,HEMPSTEAD VILLAGE,HEMPSTEAD VILLAGE PD HEMPSTEAD,Hempstead Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,58469,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,99,5,104,23,24,47,2.1,2.6,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,NASSAU,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
132612022,13261,2022,NY0294300,NY0294300,,N,N,,I,OLD WESTBURY VILLAGE,OLD WESTBURY VILLAGE PD OLD WESTBURY,Old Westbury Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4229,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,24,2,26,2,3,5,6.1,7.3,2019-01-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,NASSAU,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
132792022,13279,2022,NY0310000,NY0310000,,N,N,,I,NIAGARA,NIAGARA CO SHERIFF'S DEPARTMENT LOCKPORT,Niagara,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,84375,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,97,25,122,13,38,51,1.3,2.1,2019-01-01,2019-05-01,2019-05-01,2020-01-01,2020-01-01,2020-01-01,N,NIAGARA,"Buffalo-Cheektowaga, NY",Y,Y,Y
132812022,13281,2022,NY0310200,NY0310200,,N,N,,I,NIAGARA FALLS,NIAGARA FALLS CITY PD NIAGARA FALLS,Niagara Falls,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,48129,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,123,2,125,23,12,35,3.0,3.3,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,NIAGARA,"Buffalo-Cheektowaga, NY",Y,Y,Y
132822022,13282,2022,NY0310300,NY0310300,,N,N,,I,NORTH TONAWANDA,NORTH TONAWANDA CITY PD NORTH TONAWANDA,North Tonawanda,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,30358,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,48,0,48,3,3,6,1.7,1.8,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,NIAGARA,"Buffalo-Cheektowaga, NY",Y,Y,Y
132852022,13285,2022,NY0312300,NY0312300,,N,N,,I,YOUNGSTOWN VILLAGE,YOUNGSTOWN VILLAGE PD YOUNGSTOWN,Youngstown Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,1851,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,NIAGARA,"Buffalo-Cheektowaga, NY",Y,Y,Y
132862022,13286,2022,NY0315400,NY0315400,,N,N,,I,LEWISTON TOWN & VILLAGE,LEWISTON POLICE DEPARTMENT,Lewiston Town and Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,15781,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,12,0,12,2,1,3,0.9,1.0,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,NIAGARA,"Buffalo-Cheektowaga, NY",Y,Y,Y
132872022,13287,2022,NY0315500,NY0315500,,N,N,,I,NIAGARA TOWN,NIAGARA TOWN PD NIAGARA FALLS,Niagara Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,7808,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,1,1,2,0.9,1.0,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,NIAGARA,"Buffalo-Cheektowaga, NY",Y,Y,Y
132892022,13289,2022,NY0320000,NY0320000,,N,N,,I,ONEIDA,ONEIDA CO SHERIFF'S DEPARTMENT ORISKANY,Oneida,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,78411,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,77,18,95,9,13,22,1.1,1.5,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ONEIDA,"Utica-Rome, NY",Y,Y,Y
132902022,13290,2022,NY0320100,NY0320100,,N,N,,I,ROME,ROME CITY PD ROME,Rome,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,31834,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,62,0,62,11,2,13,2.3,2.4,2019-01-01,2020-02-01,2020-02-01,2020-07-01,2020-07-01,2020-07-01,N,ONEIDA,"Utica-Rome, NY",Y,Y,Y
132912022,13291,2022,NY0320200,NY0320200,,N,N,,I,UTICA,UTICA CITY PD UTICA,Utica,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,63906,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,153,8,161,12,8,20,2.6,2.8,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,ONEIDA,"Utica-Rome, NY",Y,Y,Y
132942022,13294,2022,NY0322400,NY0322400,,N,N,,I,SHERRILL,SHERRILL CITY PD SHERRILL,Sherrill,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3001,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,3,0,3,0,0,0,1.0,1.0,2019-01-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,N,ONEIDA,"Utica-Rome, NY",Y,Y,Y
133032022,13303,2022,NY0324100,NY0324100,,N,N,,I,NEW HARTFORD TOWN & VILL,NEW HARTFORD TOWN PD NEW HARTFORD,New Hartford Town and Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,20415,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,1,21,2,1,3,1.1,1.2,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,ONEIDA,"Utica-Rome, NY",Y,Y,Y
133352022,13335,2022,NY0350100,NY0350100,,N,N,,I,MIDDLETOWN,MIDDLETOWN CITY PD MIDDLETOWN,Middletown,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,30538,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,61,1,62,10,8,18,2.3,2.6,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133382022,13338,2022,NY0352100,NY0352100,,N,N,,I,CHESTER VILLAGE,CHESTER VILLAGE PD CHESTER,Chester Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4079,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,4,1,5,3.4,3.7,2019-01-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133442022,13344,2022,NY0352800,NY0352800,,N,N,,I,WALDEN VILLAGE,WALDEN VILLAGE PD WALDEN,Walden Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,6819,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,1,12,1,2,3,1.8,2.2,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133462022,13346,2022,NY0353200,NY0353200,,N,N,,I,MAYBROOK VILLAGE,MAYBROOK VILLAGE PD MAYBROOK,Maybrook Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3184,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,0,0,0,1.3,1.3,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133472022,13347,2022,NY0353300,NY0353300,,N,N,,I,GREENWOOD LAKE VILLAGE,GREENWOOD LAKE VILLAGE PD GREENWOOD LAKE,Greenwood Lake Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3042,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,1,2,3,1.6,2.3,2019-01-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133492022,13349,2022,NY0353500,NY0353500,,N,N,,I,PORT JERVIS,PORT JERVIS CITY PD PORT JERVIS,Port Jervis,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,8738,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,29,0,29,3,1,4,3.7,3.8,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133602022,13360,2022,NY0357100,NY0357100,,N,N,,I,DEERPARK TOWN,DEERPARK TOWN PD HUGUENOT,Deerpark Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,7531,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,2,0,2,0.8,0.8,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133672022,13367,2022,NY0358100,NY0358100,,N,N,,I,GOSHEN TOWN,TOWN OF GOSHEN POLICE DEPARTMENT GOSHEN,Goshen Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,8679,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,0,0,0.7,0.7,2019-01-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,ORANGE,"Poughkeepsie-Newburgh-Middletown, NY",Y,Y,Y
133742022,13374,2022,NY0370000,NY0370000,,N,N,,I,OSWEGO,OSWEGO CO SHERIFF'S DEPARTMENT OSWEGO,Oswego,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,83254,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,61,2,63,8,8,16,0.8,0.9,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,OSWEGO,"Syracuse, NY",Y,Y,Y
133762022,13376,2022,NY0370200,NY0370200,,N,N,,I,OSWEGO CITY,OSWEGO CITY PD OSWEGO,Oswego City,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,17299,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,OSWEGO,"Syracuse, NY",Y,Y,Y
133842022,13384,2022,NY0380000,NY0380000,,N,N,,I,OTSEGO,OTSEGO CO SHERIFF'S DEPARTMENT COOPERSTOWN,Otsego,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,44022,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,16,0,16,4,0,4,0.5,0.5,2019-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,OTSEGO,Not Specified,Y,Y,Y
133852022,13385,2022,NY0380100,NY0380100,,N,N,,I,ONEONTA CITY,ONEONTA CITY PD ONEONTA,Oneonta City,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,12447,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,2,20,4,4,8,1.8,2.2,2019-01-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,OTSEGO,Not Specified,Y,Y,Y
133962022,13396,2022,NY0395000,NY0395000,,N,N,,I,CARMEL TOWN,CARMEL TOWN PD CARMEL,Carmel Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,33868,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,29,2,31,3,5,8,0.9,1.2,2019-01-01,2020-01-01,2021-02-01,2021-02-01,2021-02-01,2021-02-01,N,PUTNAM,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134192022,13419,2022,NY0430000,NY0430000,,N,N,,I,ROCKLAND,ROCKLAND CO SHERIFF'S DEPT,Rockland,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,14813,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,76,46,122,4,40,44,5.4,11.2,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134252022,13425,2022,NY0432500,NY0432500,,N,N,,I,PIERMONT VILLAGE,PIERMONT VILLAGE PD PIERMONT,Piermont Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2776,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,1,0,1,2.9,2.9,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134272022,13427,2022,NY0432800,NY0432800,,N,N,,I,SPRING VALLEY VILLAGE,SPRING VALLEY VILLAGE PD SPRING VALLEY,Spring Valley Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,33044,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,52,2,54,5,3,8,1.7,1.9,2019-01-01,2019-05-01,2019-05-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134282022,13428,2022,NY0432900,NY0432900,,N,N,,I,SUFFERN VILLAGE,SUFFERN VILLAGE PD SUFFERN,Suffern Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,11383,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,0,20,1,0,1,1.8,1.8,2019-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134302022,13430,2022,NY0435000,NY0435000,,N,N,,I,CLARKSTOWN TOWN,CLARKSTOWN TOWN PD NEW CITY,Clarkstown Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,80487,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,150,12,162,14,12,26,2.0,2.3,2019-01-01,2019-11-01,2019-11-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134312022,13431,2022,NY0435100,NY0435100,,N,N,,I,HAVERSTRAW TOWN,HAVERSTRAW TOWN PD MOUNT IVY,Haverstraw Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,38927,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,65,2,67,2,4,6,1.7,1.9,2019-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134322022,13432,2022,NY0435200,NY0435200,,N,N,,I,ORANGETOWN TOWN,ORANGETOWN TOWN PD ORANGEBURG,Orangetown Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,39317,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,82,1,83,6,7,13,2.2,2.4,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
134342022,13434,2022,NY0435400,NY0435400,,N,N,,I,STONY POINT TOWN,STONY POINT TOWN PD STONY POINT,Stony Point Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14749,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,0,25,1,1,2,1.8,1.8,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,Y
